ASFIndex,DATE,TIME,E,N,KP,DEPTH,ALT,GYRO,PITCH,ROLL,CP,FG,DCC
03:35.9,3/5/2019,12:28:13,249128.04,947828.25,64.407,119.3,22.4,311.5,2.5,-2.6,-1056,-12,2.927
03:36.9,3/5/2019,12:28:14,249128.07,947828.23,64.407,119.8,19.8,311.5,2.6,-2.9,-1055,-6,2.933
03:37.9,3/5/2019,12:28:15,249128.74,947829.02,64.407,119.4,18.4,311.5,2.6,-2.7,-1055,-6,3.951
03:38.9,3/5/2019,12:28:16,249128.76,947828.99,64.407,119.6,21.2,311.6,1.4,-2,-1055,-6,3.948
03:39.9,3/5/2019,12:28:17,249128.5,947828.45,64.407,119.3,20.6,311.2,1.5,-1.3,-1055,-3,3.414
03:40.9,3/5/2019,12:28:18,249128.49,947828.45,64.407,119.2,20.3,311.2,1.4,-1.2,-1055,-3,3.408
03:41.9,3/5/2019,12:28:19,249127.8,947828.12,64.407,121.3,24,311.1,0.8,-1.9,-1055,-3,2.661
03:42.9,3/5/2019,12:28:20,249127.85,947828.1,64.407,120,0.7,310.7,-1.7,-1.8,-1056,-3,2.683
03:43.9,3/5/2019,12:28:21,249128.18,947828.23,64.407,120.4,0.7,310.4,-5.3,-1.3,-1056,-3,3.028
03:44.9,3/5/2019,12:28:22,249128.22,947828.26,64.407,119.8,0.7,310.7,-7.4,-1.2,-1056,-3,3.074
03:45.9,3/5/2019,12:28:23,249128.33,947829.17,64.407,119.6,0.8,311.5,-7.9,-1.3,-1055,-3,3.724
03:46.9,3/5/2019,12:28:24,249128.17,947829.25,64.408,120.1,0.9,312.3,-6.7,-1.3,-1055,-3,3.643
03:47.9,3/5/2019,12:28:25,249128.18,947829.21,64.408,119.7,0.8,313.2,-5.5,-1.5,-1056,-3,3.631
03:48.9,3/5/2019,12:28:26,249127.37,947828.23,64.407,119.4,0.9,313.3,-5.3,-2.4,-1056,0,2.388
03:49.9,3/5/2019,12:28:27,249127.37,947828.22,64.407,120.6,50,312.9,-5.9,-1.7,-1056,0,2.379
03:50.9,3/5/2019,12:28:28,249127.1,947829.31,64.408,119.6,0.9,312.3,-6.3,-0.7,-1056,0,2.836
03:51.9,3/5/2019,12:28:29,249127.14,947829.36,64.408,119.6,1,312.3,-6.2,-1.1,-1055,0,2.9
03:52.9,3/5/2019,12:28:30,249127.7,947830.4,64.409,120.1,1,313,-5.8,-1.8,-1055,-3,3.982
03:53.9,3/5/2019,12:28:31,249127.7,947830.43,64.409,119.8,1,313.6,-5.5,-2.7,-1055,0,4.003
03:54.9,3/5/2019,12:28:32,249127.34,947830.36,64.409,119.6,1,313.5,-5.4,-2.3,-1055,0,3.672
03:55.9,3/5/2019,12:28:33,249127.27,947830.35,64.409,119.8,1.1,312.5,-5.4,-1.2,-1055,0,3.613
03:56.9,3/5/2019,12:28:34,249126.27,947830.11,64.409,119,1,311.2,-5.5,-1.5,-1055,0,2.675
03:57.9,3/5/2019,12:28:35,249125.98,947830.6,64.41,119.8,1,310.8,-5.6,-1.7,-1055,0,2.752
03:58.9,3/5/2019,12:28:36,249125.99,947830.67,64.41,119.5,1.1,311,-5.7,-1.2,-1055,0,2.795
03:59.9,3/5/2019,12:28:37,249126.38,947831.41,64.41,119,1.1,311.6,-5.5,-1.5,-1055,0,3.555
04:00.9,3/5/2019,12:28:38,249126.38,947831.46,64.41,119.8,1.1,312,-5.5,-2,-1055,0,3.588
04:01.9,3/5/2019,12:28:39,249126.26,947831.41,64.41,119.2,1,312.4,-5.7,-1.4,-1055,0,3.465
04:02.9,3/5/2019,12:28:40,249126.18,947831.44,64.411,119.2,1,312.2,-5.9,-1.1,-1055,0,3.424
04:03.9,3/5/2019,12:28:41,249125.58,947831.7,64.411,119.3,1,311.8,-6,-1.1,-1055,0,3.107
04:04.9,3/5/2019,12:28:42,249125.53,947831.74,64.411,119,1,311.5,-5.7,-0.7,-1055,0,3.094
04:05.9,3/5/2019,12:28:43,249125.2,947831.95,64.412,119,1,311.2,-5.8,-0.7,-1055,0,2.961
04:06.9,3/5/2019,12:28:44,249125.18,947832.02,64.412,119,1,311.2,-6,-0.5,-1055,0,2.982
04:07.9,3/5/2019,12:28:45,249125.5,947832.49,64.412,119.1,1.1,311.5,-6.2,-0.6,-1055,0,3.528
04:08.9,3/5/2019,12:28:46,249125.43,947833.01,64.412,118.9,1.1,311.7,-6.2,-0.7,-1055,0,3.793
04:09.9,3/5/2019,12:28:47,249125.36,947833.07,64.412,119,1.1,311.5,-6.1,-0.8,-1055,0,3.773
04:10.9,3/5/2019,12:28:48,249124.78,947833.21,64.413,119.2,1.1,311.4,-6,-1,-1055,-3,3.41
04:11.9,3/5/2019,12:28:49,249124.71,947833.27,64.413,119.2,1.1,311.3,-5.9,-1,-1055,0,3.387
04:12.9,3/5/2019,12:28:50,249124.41,947833.23,64.413,118.9,1.2,311.4,-6,-0.8,-1055,-3,3.13
04:13.9,3/5/2019,12:28:51,249124.36,947833.29,64.413,118.9,50,311.2,-5.8,-1,-1055,0,3.122
04:14.9,3/5/2019,12:28:52,249124.38,947833.31,64.413,119.2,1.2,311,-5.9,-1,-1055,0,3.154
04:15.9,3/5/2019,12:28:53,249124.32,947833.44,64.413,118.8,1.3,310.7,-5.9,-0.6,-1056,0,3.184
04:16.9,3/5/2019,12:28:54,249124.14,947833.87,64.414,118.7,1.2,310.6,-5.9,-1,-1055,0,3.308
04:17.9,3/5/2019,12:28:55,249123.9,947834.32,64.414,119.3,1.2,310.7,-5.8,-1.9,-1055,0,3.398
04:18.9,3/5/2019,12:28:56,249123.84,947834.41,64.414,119,1.2,311.1,-6,-0.5,-1055,0,3.406
04:19.9,3/5/2019,12:28:57,249123.81,947834.22,64.414,119,1.2,311.3,-6,-0.4,-1055,0,3.263
04:20.9,3/5/2019,12:28:58,249123.75,947834.31,64.414,118.9,1.2,311.3,-5.9,-1.5,-1055,0,3.268
04:21.9,3/5/2019,12:28:59,249123.58,947834.65,64.415,119,1.2,311.7,-5.8,-1.3,-1055,0,3.341
04:22.9,3/5/2019,12:29:00,249123.5,947834.78,64.415,119.2,1.2,311.9,-5.5,-0.5,-1056,0,3.358
04:23.9,3/5/2019,12:29:01,249123.15,947835.18,64.415,119.1,1.1,311.7,-5.5,-1,-1056,0,3.325
04:24.9,3/5/2019,12:29:02,249123.08,947835.28,64.415,119,1.2,311.5,-5.6,-1.4,-1055,0,3.335
04:25.9,3/5/2019,12:29:03,249122.83,947835.19,64.416,119.2,1.2,311.1,-5.6,-0.9,-1055,0,3.081
04:26.9,3/5/2019,12:29:04,249122.76,947835.34,64.416,118.9,1.2,310.9,-5.7,-0.6,-1055,-3,3.121
04:27.9,3/5/2019,12:29:05,249122.83,947835.64,64.416,118.9,1.2,312,-5.8,-0.6,-1055,-3,3.356
04:28.9,3/5/2019,12:29:06,249122.84,947835.95,64.416,119,1.2,313.5,-5.7,-0.9,-1055,0,3.559
04:29.9,3/5/2019,12:29:07,249122.75,947836.09,64.416,119.2,1.2,314.3,-5.5,-1.3,-1055,0,3.576
04:30.9,3/5/2019,12:29:08,249122.16,947835.92,64.417,119.1,1.2,313.6,-4.8,-1.4,-1055,0,3.005
04:31.9,3/5/2019,12:29:09,249122.05,947836.06,64.417,119,1.3,311.9,-4.9,-0.5,-1055,0,3.006
04:32.9,3/5/2019,12:29:10,249122.02,947836.13,64.417,118.7,1.3,310.4,-5.4,-0.6,-1055,0,3.025
04:33.9,3/5/2019,12:29:11,249121.95,947836.28,64.417,119,1.3,309.4,-5.6,-1.2,-1056,0,3.064
04:34.9,3/5/2019,12:29:12,249122.33,947836.81,64.417,118.9,1.3,309.6,-5.3,-0.8,-1056,0,3.684
04:35.9,3/5/2019,12:29:13,249122.25,947836.93,64.417,118.8,1.3,310.1,-4.8,-0.9,-1056,0,3.693
04:36.9,3/5/2019,12:29:14,249121.95,947836.76,64.417,119.2,1.3,310.5,-4.7,-2,-1056,-3,3.357
04:37.9,3/5/2019,12:29:15,249121.86,947836.98,64.418,118.9,1.2,310.8,-5.3,-1.4,-1056,0,3.423
04:38.9,3/5/2019,12:29:16,249121.17,947837.28,64.418,119,1.2,310.8,-5.5,-0.3,-1055,-3,3.06
04:39.9,3/5/2019,12:29:17,249121.42,947837.57,64.418,118.9,1.2,310.4,-5.6,-1,-1055,0,3.432
04:40.9,3/5/2019,12:29:18,249121.35,947837.74,64.418,119.1,1.2,310.2,-5.6,-1.3,-1056,0,3.48
04:41.9,3/5/2019,12:29:19,249121.38,947837.67,64.418,119.2,50,310.2,-5.3,-0.9,-1056,0,3.463
04:42.9,3/5/2019,12:29:20,249121.27,947837.86,64.419,119,1.1,310.2,-5.2,-0.9,-1056,0,3.497
04:43.9,3/5/2019,12:29:21,249120.71,947837.82,64.419,118.8,1.1,310.2,-5,-1.2,-1056,0,3.025
04:44.9,3/5/2019,12:29:22,249120.59,947837.99,64.419,119.2,1.1,310.2,-5.1,-0.9,-1056,0,3.039
04:45.9,3/5/2019,12:29:23,249120.54,947837.88,64.419,119,1.1,310.5,-4.9,-0.5,-1055,0,2.927
04:46.9,3/5/2019,12:29:24,249120.41,947838.08,64.419,119.2,1.1,310.6,-4.9,-1.1,-1055,0,2.948
04:47.9,3/5/2019,12:29:25,249120.29,947838.12,64.419,119,1,311.1,-4.8,-0.9,-1055,-3,2.882
04:48.9,3/5/2019,12:29:26,249120.17,947838.34,64.42,118.9,1.1,311.5,-4.8,-0.8,-1055,0,2.924
04:49.9,3/5/2019,12:29:27,249119.82,947838.38,64.42,119.2,1.1,311.1,-4.7,-1.6,-1055,0,2.668
04:50.9,3/5/2019,12:29:28,249120.31,947838.47,64.42,121.4,1,311,-4.8,-1.4,-1055,-3,3.115
04:51.9,3/5/2019,12:29:29,249120.19,947838.7,64.42,119.2,1.1,311.1,-5.2,-0.7,-1055,0,3.162
04:52.9,3/5/2019,12:29:30,249120.26,947839.23,64.42,119,1.1,311.3,-5.5,-1.4,-1055,0,3.54
04:53.9,3/5/2019,12:29:31,249120.09,947839.45,64.421,119,1.1,311.4,-5.4,-1.9,-1055,0,3.538
04:54.9,3/5/2019,12:29:32,249119.56,947839.44,64.421,119,1.1,311.1,-5.4,-1.5,-1055,0,3.114
04:55.9,3/5/2019,12:29:33,249119.4,947839.62,64.421,119.2,1.1,310.7,-5.6,-1,-1055,0,3.095
04:56.9,3/5/2019,12:29:34,249119.15,947838.84,64.421,119.1,1.1,310.5,-5.5,-1.6,-1055,0,2.423
04:57.9,3/5/2019,12:29:35,249119.04,947839.1,64.421,118.9,1.1,311.5,-5.5,-1,-1055,0,2.5
04:58.9,3/5/2019,12:29:36,249119.24,947839.35,64.421,119.1,1.1,312,-5.3,-1.4,-1055,0,2.806
04:59.9,3/5/2019,12:29:37,249119.06,947839.6,64.421,119,1.1,311.7,-5.1,-1.7,-1055,0,2.826
05:00.9,3/5/2019,12:29:38,249119.03,947840.35,64.422,118.9,1.1,311.1,-5,-1.3,-1055,0,3.259
05:01.9,3/5/2019,12:29:39,249118.84,947839.99,64.422,119.2,1.2,310.3,-5.2,-1.1,-1055,0,2.891
05:02.9,3/5/2019,12:29:40,249118.66,947840.18,64.422,119,1.1,310,-5.2,-1.3,-1056,0,2.859
05:03.9,3/5/2019,12:29:41,249118.42,947839.83,64.422,119,1.2,310.1,-5.2,-1.3,-1056,0,2.461
05:04.9,3/5/2019,12:29:42,249118.22,947840.07,64.422,119.1,1.1,310.4,-5.1,-1.3,-1056,0,2.448
05:05.9,3/5/2019,12:29:43,249118.04,947840.42,64.423,119.1,1.1,310.7,-5,-1.4,-1056,0,2.517
05:06.9,3/5/2019,12:29:44,249117.89,947840.64,64.423,119,1.2,311,-5.3,-1.2,-1056,0,2.532
05:07.9,3/5/2019,12:29:45,249118.2,947840.87,64.423,118.9,1.1,311.2,-5.4,-1.2,-1056,0,2.929
05:08.9,3/5/2019,12:29:46,249118.08,947841.11,64.423,118.7,1.1,314,-5.2,-0.7,-1056,0,2.977
05:09.9,3/5/2019,12:29:47,249118.35,947841.55,64.423,118.8,1.1,316.7,-5,-1.1,-1056,0,3.456
05:10.9,3/5/2019,12:29:48,249117.92,947841.31,64.423,119,1,316.9,-4.7,-1.6,-1056,0,2.967
05:11.9,3/5/2019,12:29:49,249117.73,947841.44,64.424,119.4,1.1,316.6,-5.2,-0.4,-1056,0,2.903
05:12.9,3/5/2019,12:29:50,249117.48,947841.01,64.423,119.1,1.1,315.6,-5.5,-0.7,-1056,0,2.437
05:13.9,3/5/2019,12:29:51,249117.35,947841.22,64.424,118.9,1.1,316.3,-5.5,-1,-1056,0,2.466
05:14.9,3/5/2019,12:29:52,249117.83,947842.12,64.424,118.5,1.1,319.5,-5.4,-0.8,-1055,0,3.395
05:15.9,3/5/2019,12:29:53,249117.67,947842.3,64.424,119,1.1,320.4,-5.1,-1,-1055,0,3.384
05:16.9,3/5/2019,12:29:54,249117.85,947842.89,64.425,119.1,1.1,319.8,-5,-1.6,-1055,0,3.894
05:17.9,3/5/2019,12:29:55,249117.65,947843.03,64.425,119.3,1.1,318.6,-5.4,-1,-1055,0,3.813
05:18.9,3/5/2019,12:29:56,249117.08,947842.39,64.425,118.9,1.1,317.2,-5.6,-0.6,-1055,0,2.972
05:19.9,3/5/2019,12:29:57,249116.89,947842.55,64.425,118.9,1.1,316.5,-5.6,-0.5,-1055,0,2.925
05:20.9,3/5/2019,12:29:58,249116.44,947842.46,64.425,119.2,1.1,316.3,-5.4,-0.8,-1055,0,2.513
05:21.9,3/5/2019,12:29:59,249117.23,947843.3,64.425,118.9,1.2,316.2,-5.2,-1,-1055,0,3.647
05:22.9,3/5/2019,12:30:00,249117.07,947843.51,64.426,119.2,1.2,316.3,-4.9,-1.2,-1055,0,3.655
05:23.9,3/5/2019,12:30:01,249117.02,947844.12,64.426,118.8,1.2,316.4,-4.9,-1.2,-1055,0,3.992
05:24.9,3/5/2019,12:30:02,249116.81,947844.28,64.426,119,1.2,316.5,-5.1,-1.2,-1056,0,3.926
05:25.9,3/5/2019,12:30:03,249115.98,947843.69,64.426,119,1.2,316.6,-5.2,-1.3,-1055,0,2.904
05:26.9,3/5/2019,12:30:04,249115.81,947843.86,64.427,119,1.2,316.6,-4.9,-1.5,-1055,0,2.878
05:27.9,3/5/2019,12:30:05,249115.8,947843.67,64.427,119,1.2,316.5,-5,-1.4,-1056,0,2.753
05:28.9,3/5/2019,12:30:06,249115.64,947843.88,64.427,118.9,1.2,316.5,-5,-1.3,-1055,0,2.756
05:29.9,3/5/2019,12:30:07,249115.98,947844.53,64.427,119.2,1.2,316.6,-5.2,-1.4,-1056,0,3.422
05:30.9,3/5/2019,12:30:08,249115.81,947844.75,64.427,119,1.2,317.2,-5.4,-1,-1055,0,3.419
05:31.9,3/5/2019,12:30:09,249115.82,947845.62,64.428,119.2,1.2,318.1,-5.5,-1.2,-1055,0,3.969
05:32.9,3/5/2019,12:30:10,249115.28,947844.76,64.428,118.8,1.2,317.9,-5.4,-1.6,-1055,0,3.007
05:33.9,3/5/2019,12:30:11,249115.07,947844.95,64.428,119.1,1.2,316.9,-5.2,-1.5,-1055,0,2.96
05:34.9,3/5/2019,12:30:12,249114.85,947845.17,64.428,119,1.2,316.3,-5.4,-1.1,-1056,0,2.92
05:35.9,3/5/2019,12:30:13,249114.67,947845.41,64.429,118.9,1.1,316.2,-5.3,-1.1,-1056,0,2.924
05:36.9,3/5/2019,12:30:14,249115.22,947846.34,64.429,119.1,1.2,316.4,-5.2,-1.2,-1055,0,3.938
05:37.9,3/5/2019,12:30:15,249115.04,947846.53,64.429,119,1.1,316.6,-5.3,-0.9,-1055,0,3.91
05:38.9,3/5/2019,12:30:16,249114.91,947846.18,64.429,119.2,1.1,317,-5.2,-1.2,-1055,0,3.594
05:39.9,3/5/2019,12:30:17,249114.72,947846.4,64.429,119,1.1,317.3,-5.4,-1,-1055,0,3.575
05:40.9,3/5/2019,12:30:18,249114.15,947845.83,64.429,119,1.2,317.4,-5.4,-0.9,-1055,0,2.776
05:41.9,3/5/2019,12:30:19,249113.98,947846.07,64.43,118.6,1.2,317.5,-5.3,-0.9,-1055,0,2.793
05:42.9,3/5/2019,12:30:20,249114.39,947846.52,64.43,119.2,1.2,317.4,-5.3,-1,-1055,0,3.395
05:43.9,3/5/2019,12:30:21,249114.71,947847.13,64.43,119.5,1.2,317.5,-5.2,-0.9,-1055,0,4.016
05:44.9,3/5/2019,12:30:22,249114.5,947847.32,64.43,119.1,1.1,317.6,-5.2,-1.2,-1055,0,3.97
05:45.9,3/5/2019,12:30:23,249114.28,947847.51,64.43,118.3,1.1,317.7,-5.3,-1.1,-1055,0,3.914
05:46.9,3/5/2019,12:30:24,249114.08,947847.7,64.431,119.3,1.1,317.4,-5.4,-1.1,-1055,0,3.869
05:47.9,3/5/2019,12:30:25,249113.91,947847.95,64.431,118.8,1.1,317,-5.1,-1.8,-1055,0,3.893
05:48.9,3/5/2019,12:30:26,249113.11,947847.28,64.431,118.9,1.1,317.1,-4.9,-1.6,-1056,0,2.853
05:49.9,3/5/2019,12:30:27,249113.62,947847.56,64.431,119.3,1.1,317.4,-5,-1.5,-1056,0,3.424
05:50.9,3/5/2019,12:30:28,249113.42,947847.79,64.431,119,1.1,317.6,-5.1,-1.9,-1056,0,3.407
05:51.9,3/5/2019,12:30:29,249113.72,947848.58,64.432,119.1,1.2,317.6,-5.1,-2,-1056,0,4.135
05:52.9,3/5/2019,12:30:30,249113.52,947848.82,64.432,119.1,1.2,317.5,-5.2,-1.8,-1056,0,4.114
05:53.9,3/5/2019,12:30:31,249112.88,947848.45,64.432,119.4,1.2,317.4,-5.2,-1.9,-1056,0,3.388
05:54.9,3/5/2019,12:30:32,249112.55,947847.73,64.432,119.2,1.2,317.7,-5.2,-1.7,-1055,0,2.681
05:55.9,3/5/2019,12:30:33,249112.39,947847.98,64.432,119.2,1.2,318,-5.3,-1.5,-1055,0,2.709
05:56.9,3/5/2019,12:30:34,249112.23,947848.28,64.432,118.9,1.1,318.3,-5.2,-1.4,-1055,0,2.767
05:57.9,3/5/2019,12:30:35,249112.05,947848.56,64.433,119.1,1.3,318.3,-5.3,-1.3,-1055,0,2.803
05:58.9,3/5/2019,12:30:36,249112.79,947849.89,64.433,119.7,1.2,318,-5.3,-1.5,-1055,0,4.196
05:59.9,3/5/2019,12:30:37,249112.58,947850.11,64.434,119,1.1,317.5,-5.3,-1.4,-1055,0,4.166
06:00.9,3/5/2019,12:30:38,249112.19,947849.59,64.433,118.9,1.2,317.4,-5.4,-0.7,-1056,0,3.544
06:01.9,3/5/2019,12:30:39,249111.61,947848.96,64.433,119.1,1.2,317.6,-5.6,-0.8,-1056,0,2.702
06:02.9,3/5/2019,12:30:40,249111.45,947849.25,64.434,118.9,1.1,317.8,-5.5,-1.2,-1056,0,2.752
06:03.9,3/5/2019,12:30:41,249112.24,947849.79,64.434,118.9,1.2,318,-5.4,-1,-1056,0,3.708
06:04.9,3/5/2019,12:30:42,249112.05,947850.07,64.434,119.1,1.2,318,-5.4,-1,-1056,0,3.725
06:05.9,3/5/2019,12:30:43,249112,947850.66,64.434,119,1.2,318,-5.6,-1.4,-1055,0,4.053
06:06.9,3/5/2019,12:30:44,249111.79,947850.87,64.435,119,1.2,317.9,-5.4,-1.5,-1055,0,4.018
06:07.9,3/5/2019,12:30:45,249111.01,947850.3,64.435,119,1.2,317.7,-5.3,-1.3,-1055,0,3.044
06:08.9,3/5/2019,12:30:46,249110.85,947850.51,64.435,119,1.1,317.9,-5.3,-1.1,-1055,0,3.05
06:09.9,3/5/2019,12:30:47,249110.86,947850.02,64.435,119.1,1.2,318.1,-5.5,-1,-1055,0,2.762
06:10.9,3/5/2019,12:30:48,249110.73,947850.29,64.435,118.8,1.2,318.2,-5.4,-1.1,-1055,0,2.818
06:11.9,3/5/2019,12:30:49,249111.1,947850.99,64.435,119.1,1.2,318.6,-5.3,-0.9,-1055,0,3.548
06:12.9,3/5/2019,12:30:50,249110.98,947851.65,64.436,119.3,1.2,318.9,-5.3,-1.1,-1055,0,3.858
06:13.9,3/5/2019,12:30:51,249110.83,947851.85,64.436,119,1.1,318.9,-5.4,-0.9,-1055,0,3.862
06:14.9,3/5/2019,12:30:52,249110.42,947851.25,64.436,119.7,1.1,318.7,-5.5,-0.8,-1055,0,3.165
06:15.9,3/5/2019,12:30:53,249110.29,947851.47,64.436,119,1.1,318.4,-5.4,-0.9,-1055,0,3.196
06:16.9,3/5/2019,12:30:54,249110.06,947851.41,64.436,119.2,1.1,318.5,-5.3,-0.9,-1055,0,2.986
06:17.9,3/5/2019,12:30:55,249109.91,947851.64,64.436,119.3,50,318.4,-5.3,-0.8,-1055,0,3.004
06:18.9,3/5/2019,12:30:56,249109.81,947852.55,64.437,119.1,1.1,318.6,-5.4,-1,-1055,0,3.49
06:19.9,3/5/2019,12:30:57,249109.71,947852.75,64.437,118.9,1.2,319.1,-5.7,-1,-1055,0,3.527
06:20.9,3/5/2019,12:30:58,249109.66,947852.69,64.437,119.3,1.2,319.3,-5.7,-1.3,-1055,0,3.453
06:21.9,3/5/2019,12:30:59,249109.15,947852.54,64.438,119,1.1,319.4,-5.6,-1.4,-1055,0,2.958
06:22.9,3/5/2019,12:31:00,249109.01,947852.75,64.438,119,1.2,319.4,-5.7,-1.3,-1055,0,2.978
06:23.9,3/5/2019,12:31:01,249108.66,947853.13,64.438,118.9,1.1,319.3,-5.8,-1.4,-1055,0,2.934
06:24.9,3/5/2019,12:31:02,249108.58,947853.35,64.439,119.2,1.1,319.2,-5.9,-1.4,-1055,0,3.004
06:25.9,3/5/2019,12:31:03,249109.06,947853.76,64.439,118.9,1.2,319.2,-5.8,-1.4,-1055,0,3.641
06:26.9,3/5/2019,12:31:04,249108.91,947853.94,64.439,119.3,1.2,319,-5.6,-1.5,-1055,0,3.628
06:27.9,3/5/2019,12:31:05,249108.53,947854.48,64.44,119.2,1.2,318.5,-5.5,-1.7,-1055,0,3.665
06:28.9,3/5/2019,12:31:06,249108.37,947854.69,64.44,119.2,1.1,318.5,-5.8,-1.2,-1055,0,3.661
06:29.9,3/5/2019,12:31:07,249107.46,947854.56,64.44,119.1,1.2,318.8,-6,-1.1,-1055,0,2.866
06:30.9,3/5/2019,12:31:08,249107.36,947854.75,64.44,118.8,1.2,318.9,-5.9,-1.5,-1055,0,2.904
06:31.9,3/5/2019,12:31:09,249107.68,947854.63,64.44,118.8,1.2,319,-5.9,-1.6,-1056,0,3.086
06:32.9,3/5/2019,12:31:10,249107.8,947855.61,64.441,119.1,1.2,319.2,-5.7,-1.5,-1056,0,3.78
06:33.9,3/5/2019,12:31:11,249107.63,947855.82,64.441,119.2,1.2,318.9,-5.4,-1.6,-1055,0,3.771
06:34.9,3/5/2019,12:31:12,249106.88,947856.14,64.442,119.1,1.1,318.6,-5.5,-1.4,-1055,0,3.379
06:35.9,3/5/2019,12:31:13,249106.74,947856.3,64.442,119.4,1.2,318.8,-5.7,-1.1,-1055,0,3.369
06:36.9,3/5/2019,12:31:14,249106.33,947855.37,64.442,119.3,1.2,319.1,-5.8,-1.3,-1055,0,2.477
06:37.9,3/5/2019,12:31:15,249106.21,947855.61,64.442,119.3,1.2,319.1,-5.9,-1.2,-1055,0,2.521
06:38.9,3/5/2019,12:31:16,249106.34,947856.19,64.442,119,1.1,318.9,-5.7,-0.8,-1055,0,2.983
06:39.9,3/5/2019,12:31:17,249106.19,947856.43,64.443,119.3,1.1,318.8,-5.6,-0.6,-1055,0,3.014
06:40.9,3/5/2019,12:31:18,249106.5,947857.78,64.443,119,1.1,319,-5.6,-0.7,-1055,0,4.094
06:41.9,3/5/2019,12:31:19,249106.33,947857.96,64.444,119.1,1.1,319,-5.6,-0.6,-1055,0,4.066
06:42.9,3/5/2019,12:31:20,249105.74,947857.33,64.443,119.1,50,319.1,-5.7,-0.5,-1055,0,3.213
06:43.9,3/5/2019,12:31:21,249105.3,947856.92,64.443,119.3,1.1,318.8,-5.7,-1.5,-1055,0,2.611
06:44.9,3/5/2019,12:31:22,249105.16,947857.15,64.444,119.1,1.1,319.1,-5.8,-0.7,-1055,0,2.64
06:45.9,3/5/2019,12:31:23,249105.32,947857.75,64.444,119,1.1,319.4,-5.9,-0.1,-1055,0,3.139
06:46.9,3/5/2019,12:31:24,249105.16,947857.96,64.444,119.1,1.1,319.1,-5.8,-0.8,-1055,0,3.143
06:47.9,3/5/2019,12:31:25,249105.28,947858.84,64.445,119,1.2,318.9,-5.9,-0.8,-1055,0,3.778
06:48.9,3/5/2019,12:31:26,249105.1,947859.01,64.445,119.3,1.1,318.9,-6,-0.4,-1055,0,3.741
06:49.9,3/5/2019,12:31:27,249104.8,947858.86,64.445,119,1.2,319,-5.8,-0.5,-1055,0,3.412
06:50.9,3/5/2019,12:31:28,249104.63,947859.08,64.446,119,1.1,319.2,-5.8,-0.7,-1055,0,3.416
06:51.9,3/5/2019,12:31:29,249104.17,947858.51,64.445,118.8,1.2,319.4,-6.2,-0.8,-1055,0,2.702
06:52.9,3/5/2019,12:31:30,249103.98,947858.73,64.446,119.3,1.2,319.4,-5.8,-0.8,-1055,0,2.686
06:53.9,3/5/2019,12:31:31,249104.09,947859.79,64.446,118.9,1.2,319.3,-5.7,-0.9,-1055,0,3.425
06:54.9,3/5/2019,12:31:32,249104.22,947860.31,64.447,119.5,1.2,319.2,-5.6,-0.5,-1055,0,3.85
06:55.9,3/5/2019,12:31:33,249104.06,947860.49,64.447,119.1,1.1,319.1,-5.4,-0.3,-1055,0,3.83
06:56.9,3/5/2019,12:31:34,249103.91,947859.77,64.447,119.6,1.1,319.2,-5.5,0,-1055,0,3.268
06:57.9,3/5/2019,12:31:35,249103.7,947860.01,64.447,118.7,1.2,319.4,-5.6,-0.2,-1055,0,3.25
06:58.9,3/5/2019,12:31:36,249103.23,947860.3,64.447,119.1,1.2,319.5,-5.5,-0.8,-1055,0,3.058
06:59.9,3/5/2019,12:31:37,249103,947860.51,64.448,119,1.2,319.5,-5.3,-0.4,-1055,0,3.012
07:00.9,3/5/2019,12:31:38,249102.74,947861.2,64.448,118.9,1.2,319.2,-5.3,-0.3,-1055,0,3.223
07:01.9,3/5/2019,12:31:39,249102.58,947861.4,64.449,118.9,1.2,319.1,-5.5,-0.7,-1055,0,3.222
07:02.9,3/5/2019,12:31:40,249103.17,947861.52,64.448,119,1.2,319.5,-5.4,-0.6,-1055,0,3.762
07:03.9,3/5/2019,12:31:41,249103,947861.72,64.449,119,1.2,319.7,-5.4,-0.4,-1056,0,3.752
07:04.9,3/5/2019,12:31:42,249102.67,947861.31,64.449,118.9,1.2,320,-5,-0.5,-1055,0,3.239
07:05.9,3/5/2019,12:31:43,249102.39,947861.82,64.449,119.2,1.2,320.1,-4.7,-0.7,-1055,0,3.327
07:06.9,3/5/2019,12:31:44,249102.18,947862.03,64.449,119.5,1.2,319.9,-4.7,-0.7,-1055,0,3.299
07:07.9,3/5/2019,12:31:45,249101.99,947862.6,64.45,119.2,1.2,319.5,-4.9,-0.7,-1055,0,3.492
07:08.9,3/5/2019,12:31:46,249101.8,947862.76,64.45,118.7,1.2,319.1,-5.1,-1.2,-1055,0,3.441
07:09.9,3/5/2019,12:31:47,249101.67,947862.37,64.45,119.4,1.1,319.5,-4.9,-0.7,-1055,0,3.099
07:10.9,3/5/2019,12:31:48,249101.52,947862.55,64.45,119,50,319.6,-4.9,-0.6,-1055,0,3.096
07:11.9,3/5/2019,12:31:49,249101.38,947862.49,64.45,119.2,1.1,319.5,-4.9,-1.1,-1055,0,2.945
07:12.9,3/5/2019,12:31:50,249101.23,947862.7,64.451,119.1,1.1,319.5,-5.2,-1.2,-1056,0,2.958
