ASFIndex,DATE,TIME,E,N,KP,DEPTH,ALT,GYRO,PITCH,ROLL,CP,FG,DCC
00:07:25.878,03/05/2019,12:32:04,249099.29,947865.60,64.454,119.5,1.1,320.4,-5.1,-0.7,-1055,0,3.211
00:07:26.878,03/05/2019,12:32:05,249099.15,947866.61,64.455,118.7,50.0,320.2,-5.3,-0.7,-1055,0,3.720
00:07:27.878,03/05/2019,12:32:06,249098.99,947866.75,64.455,119.5,1.2,319.8,-5.5,-1.2,-1055,0,3.682
00:07:28.878,03/05/2019,12:32:07,249099.03,947866.83,64.455,119.0,1.2,319.6,-5.8,-1.1,-1055,0,3.760
00:07:29.878,03/05/2019,12:32:08,249098.86,947867.03,64.455,119.0,50.0,319.5,-5.8,-0.4,-1055,0,3.744
00:07:30.878,03/05/2019,12:32:09,249098.48,947866.88,64.455,119.5,50.0,319.6,-5.5,-0.8,-1055,0,3.354
00:07:31.878,03/05/2019,12:32:10,249098.30,947867.06,64.456,119.0,1.1,319.7,-5.4,-1.4,-1055,0,3.329
00:07:32.878,03/05/2019,12:32:11,249097.73,947867.16,64.456,119.0,1.1,319.9,-5.5,-0.7,-1055,0,2.935
00:07:33.878,03/05/2019,12:32:12,249097.61,947867.36,64.456,119.0,1.1,320.1,-5.8,-0.6,-1055,0,2.965
00:07:34.878,03/05/2019,12:32:13,249098.09,947867.85,64.456,119.2,1.2,320.0,-5.9,-1.1,-1055,0,3.640
00:07:35.878,03/05/2019,12:32:14,249097.97,947868.37,64.457,119.2,1.1,319.9,-5.9,-1.4,-1055,0,3.871
00:07:36.878,03/05/2019,12:32:15,249097.78,947868.56,64.457,119.1,1.1,319.8,-6.0,-0.7,-1055,0,3.839
00:07:37.878,03/05/2019,12:32:16,249097.20,947868.32,64.457,119.3,1.1,319.9,-5.8,-0.5,-1055,0,3.231
00:07:38.878,03/05/2019,12:32:17,249097.01,947868.52,64.458,119.3,1.1,319.8,-5.7,-1.0,-1055,0,3.212
00:07:39.878,03/05/2019,12:32:18,249096.64,947868.37,64.458,119.4,1.1,319.6,-5.8,-0.9,-1055,0,2.825
00:07:40.878,03/05/2019,12:32:19,249096.51,947868.63,64.458,118.9,1.3,319.8,-5.8,-0.6,-1055,0,2.875
00:07:41.878,03/05/2019,12:32:20,249096.98,947869.70,64.459,119.3,1.2,319.8,-5.6,-1.0,-1055,0,3.912
00:07:42.878,03/05/2019,12:32:21,249096.80,947869.90,64.459,118.7,1.3,319.7,-5.3,-1.5,-1055,0,3.888
00:07:43.878,03/05/2019,12:32:22,249097.10,947870.29,64.459,118.9,1.2,319.6,-5.2,-1.3,-1055,0,4.364
00:07:44.878,03/05/2019,12:32:23,249096.88,947870.45,64.459,119.0,50.0,319.8,-5.3,-1.1,-1055,0,4.285
00:07:45.878,03/05/2019,12:32:24,249095.77,947869.49,64.459,119.4,1.2,319.9,-5.2,-1.3,-1055,0,2.821
00:07:46.878,03/05/2019,12:32:25,249095.31,947869.44,64.459,120.2,50.0,319.9,-5.4,-0.9,-1055,0,2.430
00:07:47.878,03/05/2019,12:32:26,249095.18,947869.69,64.460,119.5,1.1,319.8,-5.4,-0.9,-1055,0,2.478
00:07:48.878,03/05/2019,12:32:27,249096.23,947870.86,64.460,119.4,1.1,319.6,-5.7,-1.1,-1055,0,4.030
00:07:49.878,03/05/2019,12:32:28,249096.05,947871.13,64.460,119.4,1.1,319.7,-5.8,-0.7,-1055,0,4.049
00:07:50.878,03/05/2019,12:32:29,249095.92,947871.84,64.461,119.0,1.2,319.1,-5.8,-1.1,-1055,0,4.386
00:07:51.878,03/05/2019,12:32:30,249095.64,947871.98,64.461,119.3,1.1,317.5,-5.8,-1.5,-1055,0,4.251
00:07:52.878,03/05/2019,12:32:31,249094.34,947870.89,64.461,119.3,1.1,315.9,-5.7,-0.4,-1055,0,2.555
00:07:53.878,03/05/2019,12:32:32,249094.15,947871.05,64.461,119.2,1.1,315.1,-5.7,-0.1,-1055,0,2.502
00:07:54.878,03/05/2019,12:32:33,249094.17,947870.56,64.461,119.3,1.1,315.5,-5.8,-0.7,-1055,0,2.216
00:07:55.878,03/05/2019,12:32:34,249094.57,947871.92,64.462,119.0,1.2,316.7,-5.9,-0.7,-1055,0,3.370
00:07:56.878,03/05/2019,12:32:35,249094.37,947872.17,64.462,118.8,1.3,317.2,-5.8,-1.4,-1055,0,3.367
00:07:57.878,03/05/2019,12:32:36,249094.31,947872.96,64.463,118.6,1.3,316.8,-5.7,-1.8,-1055,0,3.808
00:07:58.878,03/05/2019,12:32:37,249094.15,947873.14,64.463,118.9,1.3,316.2,-5.8,-1.6,-1055,0,3.790
00:07:59.878,03/05/2019,12:32:38,249093.70,947872.34,64.463,118.8,1.3,315.8,-5.8,-1.5,-1055,0,2.940
00:08:00.878,03/05/2019,12:32:39,249093.53,947872.50,64.463,118.8,1.3,315.7,-5.7,-1.3,-1055,0,2.911
00:08:01.878,03/05/2019,12:32:40,249093.69,947872.53,64.463,119.3,1.2,316.0,-5.5,-1.1,-1055,0,3.052
00:08:02.878,03/05/2019,12:32:41,249093.54,947872.76,64.463,119.3,1.3,316.2,-5.5,-1.2,-1055,0,3.071
00:08:03.878,03/05/2019,12:32:42,249093.62,947873.57,64.464,118.9,1.3,316.4,-5.5,-1.2,-1055,0,3.635
00:08:04.878,03/05/2019,12:32:43,249093.47,947873.77,64.464,119.3,1.2,316.5,-5.5,-1.1,-1055,0,3.642
00:08:05.878,03/05/2019,12:32:44,249093.29,947874.35,64.465,119.1,1.2,316.6,-5.4,-1.0,-1055,0,3.857
00:08:06.878,03/05/2019,12:32:45,249093.16,947874.13,64.464,119.2,1.2,316.7,-5.5,-1.2,-1055,0,3.618
00:08:07.878,03/05/2019,12:32:46,249093.01,947874.31,64.465,119.0,1.2,316.8,-5.5,-1.3,-1055,0,3.604
00:08:08.878,03/05/2019,12:32:47,249092.51,947874.02,64.465,119.1,1.2,316.9,-5.5,-1.0,-1055,0,3.036
00:08:09.878,03/05/2019,12:32:48,249092.36,947874.21,64.465,118.9,1.2,316.9,-5.5,-1.0,-1055,0,3.037
00:08:10.878,03/05/2019,12:32:49,249092.16,947874.85,64.466,119.1,1.2,316.8,-5.2,-1.3,-1055,0,3.274
00:08:11.878,03/05/2019,12:32:50,249092.03,947875.07,64.466,118.9,1.3,316.8,-5.3,-1.1,-1055,0,3.304
00:08:12.878,03/05/2019,12:32:51,249092.39,947875.70,64.466,119.0,1.3,316.8,-5.4,-1.0,-1055,0,3.976
00:08:13.878,03/05/2019,12:32:52,249092.22,947875.89,64.466,119.0,1.3,316.8,-5.5,-1.4,-1055,0,3.957
00:08:14.878,03/05/2019,12:32:53,249091.74,947876.06,64.467,118.8,1.2,316.8,-5.7,-1.5,-1055,0,3.685
00:08:15.878,03/05/2019,12:32:54,249091.56,947876.23,64.467,119.0,1.3,316.8,-5.6,-1.4,-1055,0,3.645
00:08:16.878,03/05/2019,12:32:55,249090.94,947876.11,64.467,118.9,1.2,316.9,-5.6,-1.2,-1055,0,3.086
00:08:17.878,03/05/2019,12:32:56,249091.04,947875.93,64.467,118.7,1.2,316.8,-5.6,-1.2,-1055,0,3.052
00:08:18.878,03/05/2019,12:32:57,249090.91,947876.18,64.467,119.4,1.2,316.7,-5.6,-1.1,-1055,0,3.099
00:08:19.878,03/05/2019,12:32:58,249091.14,947877.17,64.468,119.1,1.2,316.6,-5.6,-1.3,-1055,0,3.894
00:08:20.878,03/05/2019,12:32:59,249090.97,947877.39,64.468,118.8,1.2,316.9,-5.4,-1.2,-1055,0,3.889
00:08:21.878,03/05/2019,12:33:00,249090.59,947877.84,64.469,119.0,1.2,317.3,-5.4,-1.2,-1055,0,3.873
00:08:22.878,03/05/2019,12:33:01,249090.43,947878.02,64.469,119.0,1.2,317.5,-5.1,-1.1,-1055,0,3.858
00:08:23.878,03/05/2019,12:33:02,249089.81,947877.27,64.469,119.3,1.3,317.5,-5.4,-1.1,-1055,0,2.906
00:08:24.878,03/05/2019,12:33:03,249089.67,947877.46,64.469,118.8,1.3,317.4,-5.6,-1.2,-1055,0,2.911
00:08:25.878,03/05/2019,12:33:04,249089.78,947877.68,64.469,118.8,1.2,317.4,-5.4,-1.6,-1055,0,3.138
00:08:26.878,03/05/2019,12:33:05,249089.64,947877.93,64.470,118.9,1.3,317.4,-5.5,-1.2,-1055,0,3.179
00:08:27.878,03/05/2019,12:33:06,249089.74,947878.85,64.470,118.9,1.3,317.3,-5.4,-1.0,-1055,0,3.823
00:08:28.878,03/05/2019,12:33:07,249089.28,947878.97,64.471,118.9,1.2,317.4,-5.5,-1.3,-1056,0,3.534
00:08:29.878,03/05/2019,12:33:08,249089.15,947879.17,64.471,119.5,1.3,317.8,-5.2,-1.8,-1056,0,3.552
00:08:30.878,03/05/2019,12:33:09,249089.14,947878.85,64.471,119.1,1.2,318.1,-5.0,-1.5,-1055,0,3.345
00:08:31.878,03/05/2019,12:33:10,249088.97,947879.04,64.471,118.9,1.3,317.8,-5.0,-1.2,-1055,0,3.331
00:08:32.878,03/05/2019,12:33:11,249088.60,947879.09,64.471,118.9,1.3,317.1,-5.3,-1.6,-1055,0,3.068
00:08:33.878,03/05/2019,12:33:12,249088.41,947879.32,64.471,118.9,1.3,316.9,-5.3,-1.7,-1055,0,3.061
00:08:34.878,03/05/2019,12:33:13,249088.07,947880.02,64.472,119.3,1.2,317.2,-5.0,-1.3,-1055,0,3.220
00:08:35.878,03/05/2019,12:33:14,249087.95,947880.21,64.472,119.4,1.2,317.3,-5.0,-1.3,-1055,0,3.244
00:08:36.878,03/05/2019,12:33:15,249088.06,947880.00,64.472,118.9,1.3,317.6,-4.7,-1.8,-1055,0,3.199
00:08:37.878,03/05/2019,12:33:16,249087.93,947880.21,64.472,119.1,1.1,318.0,-4.9,-1.1,-1055,0,3.229
00:08:38.878,03/05/2019,12:33:17,249087.96,947880.35,64.473,119.4,1.2,318.1,-5.0,-0.8,-1055,0,3.338
00:08:39.878,03/05/2019,12:33:18,249087.61,947881.29,64.474,119.3,1.2,318.2,-5.0,-1.5,-1055,0,3.638
00:08:40.878,03/05/2019,12:33:19,249087.44,947881.48,64.474,119.5,1.2,318.1,-4.9,-1.4,-1055,0,3.623
00:08:41.878,03/05/2019,12:33:20,249087.15,947881.19,64.474,119.1,1.2,318.1,-5.2,-1.0,-1055,0,3.219
00:08:42.878,03/05/2019,12:33:21,249087.01,947881.40,64.474,118.8,1.2,318.0,-5.3,-0.9,-1055,0,3.231
00:08:43.878,03/05/2019,12:33:22,249087.13,947881.45,64.474,118.8,1.2,317.9,-5.4,-1.3,-1055,0,3.361
00:08:44.878,03/05/2019,12:33:23,249086.96,947881.70,64.474,119.0,1.2,318.0,-5.4,-1.1,-1055,0,3.382
00:08:45.878,03/05/2019,12:33:24,249086.85,947882.36,64.475,118.7,1.3,318.1,-5.3,-1.0,-1055,0,3.703
00:08:46.878,03/05/2019,12:33:25,249086.67,947882.57,64.475,118.8,1.3,318.2,-5.4,-1.1,-1055,0,3.687
00:08:47.878,03/05/2019,12:33:26,249086.18,947882.66,64.476,118.6,1.3,318.1,-5.6,-1.2,-1055,0,3.360
00:08:48.878,03/05/2019,12:33:27,249086.16,947882.19,64.475,119.1,50.0,318.1,-5.7,-0.8,-1055,0,3.053
00:08:49.878,03/05/2019,12:33:28,249086.02,947882.44,64.475,119.0,1.2,318.1,-5.4,-0.9,-1055,0,3.095
00:08:50.878,03/05/2019,12:33:29,249086.12,947883.17,64.476,118.8,1.2,318.0,-5.3,-0.7,-1055,0,3.620
00:08:51.878,03/05/2019,12:33:30,249085.90,947883.38,64.476,118.9,1.3,317.7,-5.4,-0.6,-1055,0,3.581
00:08:52.878,03/05/2019,12:33:31,249085.68,947883.92,64.477,119.3,1.2,317.3,-5.4,-0.9,-1055,0,3.734
00:08:53.878,03/05/2019,12:33:32,249085.50,947884.12,64.477,119.1,1.3,317.6,-5.6,-0.9,-1055,0,3.717
00:08:54.878,03/05/2019,12:33:33,249084.86,947883.59,64.477,119.0,1.3,317.8,-5.7,-1.0,-1055,0,2.887
00:08:55.878,03/05/2019,12:33:34,249084.69,947883.81,64.477,119.1,1.2,317.9,-5.6,-1.1,-1055,0,2.893
00:08:56.878,03/05/2019,12:33:35,249084.77,947883.99,64.477,118.8,1.2,317.9,-5.4,-1.0,-1055,0,3.061
00:08:57.878,03/05/2019,12:33:36,249084.61,947884.23,64.478,119.2,1.2,317.9,-5.4,-0.6,-1055,0,3.083
00:08:58.878,03/05/2019,12:33:37,249084.71,947884.88,64.478,119.1,1.3,317.9,-5.3,-0.5,-1055,0,3.565
00:08:59.878,03/05/2019,12:33:38,249084.44,947885.18,64.479,118.8,1.2,317.7,-5.1,-0.6,-1055,0,3.530
00:09:00.878,03/05/2019,12:33:39,249084.26,947885.36,64.479,118.9,1.3,317.7,-5.2,-0.4,-1055,0,3.500
00:09:01.878,03/05/2019,12:33:40,249083.98,947884.90,64.479,118.6,1.2,317.9,-5.3,-0.8,-1055,0,2.994
00:09:02.878,03/05/2019,12:33:41,249083.84,947885.13,64.479,118.9,1.2,317.9,-5.5,-1.1,-1055,0,3.027
00:09:03.878,03/05/2019,12:33:42,249083.87,947885.55,64.479,118.9,1.3,318.0,-5.6,-0.8,-1055,0,3.304
00:09:04.878,03/05/2019,12:33:43,249083.69,947885.76,64.479,118.6,1.3,318.0,-5.6,-0.9,-1055,0,3.293
00:09:05.878,03/05/2019,12:33:44,249083.55,947886.69,64.480,118.9,1.3,317.9,-5.6,-1.0,-1055,0,3.760
00:09:06.878,03/05/2019,12:33:45,249083.40,947886.84,64.481,119.2,1.2,317.9,-5.6,-0.6,-1055,0,3.736
00:09:07.878,03/05/2019,12:33:46,249083.28,947886.45,64.480,119.0,1.2,318.2,-5.5,-0.6,-1055,0,3.396
00:09:08.878,03/05/2019,12:33:47,249083.13,947886.66,64.481,118.9,1.2,318.6,-5.3,-0.9,-1055,0,3.411
00:09:09.878,03/05/2019,12:33:48,249082.74,947886.34,64.481,119.5,1.3,318.6,-5.3,-0.6,-1055,0,2.905
00:09:10.878,03/05/2019,12:33:49,249082.84,947887.18,64.481,118.9,50.0,318.3,-5.6,-0.6,-1055,0,3.497
00:09:11.878,03/05/2019,12:33:50,249082.70,947887.40,64.481,119.2,1.2,318.0,-5.8,-0.9,-1055,0,3.529
00:09:12.878,03/05/2019,12:33:51,249082.83,947888.16,64.482,119.3,1.2,318.0,-5.9,-1.1,-1055,0,4.089
00:09:13.878,03/05/2019,12:33:52,249082.69,947888.31,64.482,118.9,1.2,318.3,-5.9,-0.8,-1055,0,4.070
00:09:14.878,03/05/2019,12:33:53,249082.32,947887.91,64.482,119.3,1.2,318.2,-5.6,-0.8,-1055,0,3.535
00:09:15.878,03/05/2019,12:33:54,249082.16,947888.07,64.482,118.8,1.2,318.0,-5.7,-1.0,-1055,0,3.515
00:09:16.878,03/05/2019,12:33:55,249081.72,947887.87,64.482,119.0,1.3,318.2,-5.8,-0.8,-1055,0,3.038
00:09:17.878,03/05/2019,12:33:56,249081.60,947888.08,64.483,118.9,1.3,318.6,-5.7,-1.2,-1055,0,3.072
00:09:18.878,03/05/2019,12:33:57,249081.23,947888.45,64.483,118.8,1.3,318.7,-5.5,-1.6,-1055,0,3.009
00:09:19.878,03/05/2019,12:33:58,249081.13,947888.64,64.483,119.4,1.2,318.5,-5.6,-1.4,-1055,0,3.047
00:09:20.878,03/05/2019,12:33:59,249081.37,947889.15,64.484,118.7,1.2,318.2,-5.8,-1.2,-1055,0,3.552
00:09:21.878,03/05/2019,12:34:00,249081.49,947889.60,64.484,118.9,1.2,318.2,-5.8,-1.0,-1055,0,3.925
00:09:22.878,03/05/2019,12:34:01,249081.36,947889.80,64.484,118.9,1.3,318.4,-5.9,-0.9,-1055,0,3.939
00:09:23.878,03/05/2019,12:34:02,249080.89,947889.66,64.484,119.1,1.3,318.5,-5.7,-1.2,-1055,0,3.483
00:09:24.878,03/05/2019,12:34:03,249080.71,947889.83,64.485,118.9,1.2,318.5,-5.6,-0.8,-1055,0,3.454
00:09:25.878,03/05/2019,12:34:04,249079.81,947889.82,64.485,118.9,1.3,318.3,-5.5,-0.5,-1055,0,2.731
00:09:26.878,03/05/2019,12:34:05,249079.73,947890.01,64.485,118.8,1.2,318.2,-5.5,-0.7,-1055,0,2.785
00:09:27.878,03/05/2019,12:34:06,249080.36,947890.42,64.485,119.2,1.2,318.3,-5.6,-0.8,-1055,0,3.535
00:09:28.878,03/05/2019,12:34:07,249080.24,947890.64,64.485,119.5,1.2,318.6,-5.6,-0.7,-1055,0,3.573
00:09:29.878,03/05/2019,12:34:08,249080.43,947891.14,64.486,119.5,1.2,318.6,-5.5,-0.7,-1055,0,4.034
00:09:30.878,03/05/2019,12:34:09,249079.38,947891.22,64.486,119.0,1.2,318.6,-5.5,-0.7,-1055,0,3.255
00:09:31.878,03/05/2019,12:34:10,249079.22,947891.37,64.487,119.0,1.3,318.6,-5.3,-0.8,-1055,0,3.215
00:09:32.878,03/05/2019,12:34:11,249078.79,947890.88,64.487,118.9,1.2,318.5,-5.3,-0.8,-1055,0,2.579
00:09:33.878,03/05/2019,12:34:12,249078.69,947891.14,64.487,118.8,1.2,318.5,-5.4,-0.6,-1055,0,2.655
00:09:34.878,03/05/2019,12:34:13,249079.14,947892.09,64.487,118.9,1.2,318.5,-5.3,-0.6,-1055,0,3.598
00:09:35.878,03/05/2019,12:34:14,249079.03,947892.31,64.488,118.5,1.2,318.6,-5.4,-0.9,-1055,0,3.646
00:09:36.878,03/05/2019,12:34:15,249079.22,947892.92,64.488,118.7,1.3,319.2,-5.1,-1.3,-1055,0,4.174
00:09:37.878,03/05/2019,12:34:16,249079.06,947893.08,64.488,119.0,1.3,319.4,-4.8,-1.1,-1055,0,4.147
00:09:38.878,03/05/2019,12:34:17,249078.34,947892.88,64.488,118.9,50.0,319.1,-4.9,-1.4,-1055,0,3.453
00:09:39.878,03/05/2019,12:34:18,249078.18,947893.07,64.489,119.5,1.3,318.5,-5.2,-1.4,-1055,0,3.445
00:09:40.878,03/05/2019,12:34:19,249077.61,947892.80,64.489,118.8,1.3,318.3,-5.5,-0.9,-1056,0,2.834
00:09:41.878,03/05/2019,12:34:20,249077.80,947893.18,64.489,119.3,1.2,318.7,-5.4,-0.8,-1055,0,3.211
00:09:42.878,03/05/2019,12:34:21,249077.68,947893.42,64.489,119.0,50.0,319.1,-4.9,-1.5,-1055,0,3.259
00:09:43.878,03/05/2019,12:34:22,249077.84,947894.19,64.490,118.9,1.2,319.1,-4.9,-1.2,-1055,0,3.859
00:09:44.878,03/05/2019,12:34:23,249077.69,947894.39,64.490,119.3,50.0,319.0,-5.0,-0.4,-1055,0,3.876
00:09:45.878,03/05/2019,12:34:24,249077.19,947894.10,64.490,118.7,1.2,318.6,-5.2,-0.9,-1055,0,3.298
00:09:46.878,03/05/2019,12:34:25,249077.03,947894.30,64.490,118.7,1.2,318.5,-5.4,-1.0,-1055,0,3.297
00:09:47.878,03/05/2019,12:34:26,249076.84,947894.18,64.490,119.3,1.2,318.7,-5.4,-0.2,-1055,0,3.064
00:09:48.878,03/05/2019,12:34:27,249076.67,947894.39,64.491,118.9,1.2,318.8,-5.4,-0.6,-1055,0,3.064
00:09:49.878,03/05/2019,12:34:28,249076.38,947895.05,64.491,119.0,1.2,318.8,-5.4,-0.8,-1055,0,3.242
00:09:50.878,03/05/2019,12:34:29,249076.23,947895.27,64.492,119.1,1.2,318.9,-5.5,-0.6,-1055,0,3.263
00:09:51.878,03/05/2019,12:34:30,249076.34,947895.40,64.492,119.0,1.3,319.0,-5.6,-0.5,-1055,0,3.428
00:09:52.878,03/05/2019,12:34:31,249076.06,947895.30,64.492,118.8,1.2,319.1,-5.6,-0.7,-1055,0,3.146
00:09:53.878,03/05/2019,12:34:32,249075.88,947895.55,64.492,119.2,1.2,319.1,-5.6,-0.9,-1055,0,3.151
00:09:54.878,03/05/2019,12:34:33,249075.65,947896.05,64.493,119.0,1.2,319.0,-5.6,-0.8,-1055,0,3.284
00:09:55.878,03/05/2019,12:34:34,249075.46,947896.24,64.493,118.8,1.2,318.8,-5.5,-0.6,-1055,0,3.249
00:09:56.878,03/05/2019,12:34:35,249075.45,947896.29,64.493,119.5,1.2,318.7,-5.5,-0.7,-1055,0,3.274
00:09:57.878,03/05/2019,12:34:36,249075.27,947896.52,64.493,118.8,1.2,318.7,-5.5,-1.1,-1055,0,3.271
00:09:58.878,03/05/2019,12:34:37,249075.01,947896.49,64.493,118.8,1.2,319.0,-5.4,-1.1,-1055,0,3.046
00:09:59.878,03/05/2019,12:34:38,249074.85,947896.73,64.494,119.8,1.2,319.4,-5.3,-0.8,-1055,0,3.061
00:10:00.878,03/05/2019,12:34:39,249074.77,947897.21,64.494,118.9,1.2,319.3,-5.1,-1.2,-1055,0,3.294
00:10:01.878,03/05/2019,12:34:40,249074.59,947897.44,64.494,118.8,1.3,319.2,-5.3,-1.2,-1055,0,3.298
00:10:02.878,03/05/2019,12:34:41,249074.94,947897.83,64.494,119.1,1.2,319.1,-5.4,-1.1,-1055,0,3.811
00:10:03.878,03/05/2019,12:34:42,249074.72,947897.71,64.494,118.8,1.2,319.1,-5.3,-0.9,-1055,0,3.568
00:10:04.878,03/05/2019,12:34:43,249074.51,947897.93,64.495,119.1,1.2,319.0,-5.5,-0.9,-1055,0,3.535
00:10:05.878,03/05/2019,12:34:44,249073.83,947897.78,64.495,118.7,1.3,319.0,-5.4,-0.9,-1055,0,2.909
00:10:06.878,03/05/2019,12:34:45,249073.68,947898.00,64.495,119.1,1.2,318.8,-5.4,-1.0,-1055,0,2.930
00:10:07.878,03/05/2019,12:34:46,249073.90,947898.36,64.495,119.0,1.2,318.7,-5.4,-0.6,-1055,0,3.321
00:10:08.878,03/05/2019,12:34:47,249073.78,947898.55,64.496,118.6,1.2,318.9,-5.6,-0.6,-1055,0,3.341
00:10:09.878,03/05/2019,12:34:48,249074.11,947899.14,64.496,118.9,1.2,318.9,-5.5,-1.0,-1055,0,3.966
00:10:10.878,03/05/2019,12:34:49,249073.94,947899.33,64.496,119.1,1.2,319.0,-5.5,-0.8,-1055,0,3.949
00:10:11.878,03/05/2019,12:34:50,249073.50,947899.27,64.496,118.8,1.2,319.2,-5.3,-0.3,-1055,0,3.567
00:10:12.878,03/05/2019,12:34:51,249072.53,947898.77,64.497,118.7,1.2,319.7,-5.0,-0.7,-1055,0,2.493
00:10:13.878,03/05/2019,12:34:52,249072.41,947898.98,64.497,118.8,50.0,319.7,-4.9,-1.0,-1055,0,2.527
00:10:14.878,03/05/2019,12:34:53,249072.30,947899.20,64.497,119.0,1.2,319.3,-5.1,-1.2,-1055,0,2.572
00:10:15.878,03/05/2019,12:34:54,249072.18,947899.41,64.497,119.4,1.2,319.0,-5.5,-1.3,-1055,0,2.609
00:10:16.878,03/05/2019,12:34:55,249073.45,947900.69,64.498,118.9,1.3,318.8,-5.5,-0.9,-1055,0,4.401
00:10:17.878,03/05/2019,12:34:56,249073.29,947900.83,64.498,119.1,1.2,319.0,-5.6,-0.6,-1055,0,4.356
00:10:18.878,03/05/2019,12:34:57,249072.55,947900.30,64.498,119.1,1.2,319.5,-5.1,-1.2,-1055,0,3.449
00:10:19.878,03/05/2019,12:34:58,249071.97,947899.96,64.498,118.7,1.2,319.6,-5.1,-0.9,-1055,0,2.779
00:10:20.878,03/05/2019,12:34:59,249071.82,947900.15,64.498,119.1,1.2,319.4,-5.0,-0.5,-1055,0,2.781
00:10:21.878,03/05/2019,12:35:00,249071.46,947900.31,64.498,118.8,1.2,319.1,-5.0,-0.8,-1055,0,2.596
00:10:22.878,03/05/2019,12:35:01,249071.36,947900.54,64.499,118.9,1.2,318.9,-5.2,-1.0,-1055,0,2.654
00:10:23.878,03/05/2019,12:35:02,249071.97,947901.59,64.499,119.1,1.2,318.8,-5.1,-0.7,-1055,0,3.783
00:10:24.878,03/05/2019,12:35:03,249071.81,947901.89,64.500,118.9,1.3,319.1,-5.0,-0.8,-1055,0,3.843
00:10:25.878,03/05/2019,12:35:04,249071.65,947902.08,64.500,118.8,1.2,319.4,-5.0,-1.0,-1055,0,3.831
00:10:26.878,03/05/2019,12:35:05,249071.04,947901.85,64.500,118.7,1.2,319.6,-4.9,-1.0,-1055,0,3.211
00:10:27.878,03/05/2019,12:35:06,249070.87,947902.03,64.500,118.7,1.2,319.6,-4.9,-0.9,-1055,0,3.185
00:10:28.878,03/05/2019,12:35:07,249070.44,947901.78,64.500,118.8,1.2,319.5,-4.9,-1.1,-1055,0,2.689
00:10:29.878,03/05/2019,12:35:08,249070.29,947901.99,64.501,118.6,1.3,319.4,-5.0,-1.1,-1055,0,2.699
00:10:30.878,03/05/2019,12:35:09,249070.49,947903.02,64.501,118.6,1.2,319.3,-5.1,-1.0,-1055,0,3.499
00:10:31.878,03/05/2019,12:35:10,249070.37,947903.23,64.501,118.7,1.2,319.5,-5.2,-0.9,-1056,0,3.528
00:10:32.878,03/05/2019,12:35:11,249070.44,947903.43,64.502,118.8,1.2,319.8,-5.0,-1.0,-1055,0,3.707
00:10:33.878,03/05/2019,12:35:12,249070.27,947903.64,64.502,118.6,1.3,319.6,-5.0,-1.0,-1055,0,3.704
00:10:34.878,03/05/2019,12:35:13,249069.81,947903.54,64.502,118.8,1.3,319.2,-5.4,-1.2,-1055,0,3.277
00:10:35.878,03/05/2019,12:35:14,249069.41,947903.85,64.503,118.7,1.3,318.8,-5.6,-1.4,-1055,0,3.152
00:10:36.878,03/05/2019,12:35:15,249069.28,947904.06,64.503,119.0,1.2,318.8,-5.7,-1.3,-1055,0,3.177
00:10:37.878,03/05/2019,12:35:16,249069.61,947904.35,64.503,119.0,1.3,319.1,-5.7,-1.0,-1055,0,3.620
00:10:38.878,03/05/2019,12:35:17,249069.46,947904.56,64.503,118.8,1.3,319.1,-5.4,-1.3,-1055,0,3.625
00:10:39.878,03/05/2019,12:35:18,249069.30,947904.86,64.503,118.8,1.3,319.2,-5.1,-1.6,-1055,0,3.685
00:10:40.878,03/05/2019,12:35:19,249069.10,947905.36,64.504,118.8,1.2,319.4,-5.2,-1.2,-1055,0,3.836
00:10:41.878,03/05/2019,12:35:20,249068.35,947905.23,64.504,118.7,1.2,319.4,-5.1,-1.5,-1055,0,3.162
00:10:42.878,03/05/2019,12:35:21,249068.20,947905.41,64.505,118.8,1.1,319.3,-5.1,-1.0,-1055,0,3.159
00:10:43.878,03/05/2019,12:35:22,249068.29,947905.18,64.504,118.5,1.2,319.1,-5.4,-0.8,-1055,0,3.088
00:10:44.878,03/05/2019,12:35:23,249068.47,947906.02,64.505,118.7,50.0,318.9,-5.6,-1.0,-1055,0,3.747
00:10:45.878,03/05/2019,12:35:24,249068.29,947906.27,64.505,119.0,1.2,319.1,-5.8,-1.3,-1055,0,3.756
00:10:46.878,03/05/2019,12:35:25,249067.91,947906.64,64.506,118.7,1.2,319.6,-5.7,-1.2,-1055,0,3.687
00:10:47.878,03/05/2019,12:35:26,249067.76,947906.85,64.506,118.9,1.2,319.9,-5.6,-1.1,-1055,0,3.697
00:10:48.878,03/05/2019,12:35:27,249067.42,947906.10,64.506,118.6,1.2,319.7,-5.6,-1.0,-1055,0,2.970
00:10:49.878,03/05/2019,12:35:28,249067.25,947906.32,64.506,118.5,1.3,319.5,-5.8,-1.2,-1055,0,2.973
00:10:50.878,03/05/2019,12:35:29,249067.45,947907.05,64.506,118.6,1.3,319.3,-5.7,-1.4,-1055,0,3.573
00:10:51.878,03/05/2019,12:35:30,249067.25,947907.26,64.507,118.6,1.3,319.2,-5.3,-1.5,-1055,0,3.544
00:10:52.878,03/05/2019,12:35:31,249067.30,947907.93,64.507,118.6,1.2,319.1,-5.3,-1.5,-1055,0,4.003
